EnrStatus,Department,Year,YOG,Grade,CrsNo,Description,SecNo,T1AttTrmGr,T1Grd,T2AttTrmGr,T2Grd,T3AttTrmGr,T3Grd,T4AttTrmGr,T4Grd,Exam,FG,Credit,Credit.1,PotentialCredit,Term,TeacherNum
Active,MAT,2022,2024,10,5171,Math 2 ACP,3,,D,,P,,,,,,,5,,,FY,20
W07,,2013,2016,9,5111,Math 1 ACP Acc,,,A-,,B+,,B+,,A-,B,B+,5,5,,,1
W07,,2010,2013,10,5171,Math 2 I,,,,,,,,,A-,C-,B-,5,1.25,1.25,,1
W07,,2011,2013,11,5181,Math 3 I,,,B-,,B-,,C-,,N,F,C-,5,5,,,1
W07,,2012,2013,12,5191,Pre-Calculus ACP,,,C+,,D+,,,,,,C,2.5,2.5,,,1
W04,,2010,2013,9,5011,Honors Math 1,,,B,,B+,,B-,,B,A-,B,5,5,,,1
W07,,2011,2015,9,5161,Math 1 I,,,D+,,B+,,B+,,B,C+,B-,5,5,,,1
W07,,2012,2015,10,5171,Math 2 ACP,,,B+,,B,,B,,B,C+,B,5,5,,,1
W07,,2013,2015,11,5181,Math 3 ACP,,,A-,,B+,,A-,,B+,B,B+,5,5,,,1
W07,,2014,2015,12,5191,Pre-Calculus ACP,,,B+,,B-,,B-,,B,,B,5,5,,,1
W07,,2007,2010,9,5011,Honors Math 1,,,,,,,,,,,C,5,5,,,1
W07,,2008,2010,10,5021,Honors Math 2,,,,,,,,,,,B-,5,5,,,1
W07,,2009,2010,11,5031,Honors Math 3,,,,,,,,,,,B+,5,5,,,1
W07,,2010,2010,12,5081,AP Calculus 4 AB,,,A,,A,,A-,,B+,,A-,5,5,,,1
W07,,2016,2019,9,5161,Math 1 ACP,1,,A-,,A,,A-,,A-,B,A-,5,5,,FY,6
W07,,2017,2019,10,5171,Math 2 ACP,2,,A,,A,,A,,A,B+,A,5,5,,FY,31
W07,MAT,2018,2019,11,5181,Math 3 ACP,4,,A-,,A,,A-,,A,A,A,5,5,,FY,21
W07,MAT,2019,2019,12,5191,Pre-Calculus ACP,5,,A-,,A,,A,,B+,,A,5,5,,FY,15
W07,,2014,2015,12,5081,AP Calculus 4 AB,,,B+,,A-,,C,,A-,,B+,5,5,,,1
W07,,2010,2013,9,5011,Honors Math 1,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2011,2013,10,5021,Honors Math 2,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2012,2013,11,5031,Honors Math 3,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2013,2013,12,5041,AP Calculus 4 BC,,,A,,A,,A,,A,,A,5,5,,,1
W07,MAT,2020,2023,9,5011,Math 1 H,3,,A,,B+,,P,,,,A,5,12,,FY,9
W07,MAT,2021,2023,10,5021,Math 2 H,5,,A,,A,,A,,A,,A,5,12,,FY,18
W07,MAT,2022,2023,11,5031,Math 3 (Pre-Calculus) H,4,,A,,A,,A,,A,,A,5,12,,FY,21
W07,MAT,2023,2023,12,5041,AP Calculus 4 BC,3,Y,A,Y,A-,Y,A-,Y,B+,,A-,12,12,,FY,6
W07,,2016,2019,9,5011,Math 1 H,6,,A-,,A,,A,,A,C,A-,5,5,,FY,8
W07,,2017,2019,10,5021,Math 2 H,7,,A-,,A-,,A,,A,A,A,5,5,,FY,6
W07,MAT,2018,2019,11,5031,Math 3 H,3,,A,,A,,A,,A,A,A,5,5,,FY,7
W07,MAT,2019,2019,12,5041,AP Calculus 4 BC,1,,A,,A-,2,A,,A-,,A-,5,5,,FY,6
W07,,2012,2013,11,5131,Math 3 ACP Acc,,,B,,C,,C-,,C,F,C-,5,5,,,1
W07,,2013,2013,12,5141,Intro to Calculus ACP Acc,,,D,,B+,,C+,,D,,C,5,5,,,1
Active,MAT,2023,2026,9,5011,Math 1 H,5,,,Y,A,Y,A,Y,A,A,A,12,12,,FY,62
Active,MAT,2023,2026,9,5012,Math 1 Accelerated/Honors,5,Y,A,,,,,,,,,12,,,FY,63
W04,,2013,2016,9,5111,Math 1 ACP Acc,,,A-,,A-,,A-,,A,A,A-,5,5,,,1
W07,,2014,2017,9,5011,Math 1 H,,,C,,D+,,C-,,C,D,C-,5,5,,,1
W07,,2010,2013,9,5111,Mathematics 1 Acc,,,B,,A,,A,,A,A,A,5,5,,,1
W06,MAT,2019,2022,9,5111,Math 1 ACP Acc,2,,A-,,A,,A,,A,B,A,5,5,,FY,48
W07,,2017,2020,9,5161,Math 1 ACP,1,,A,,A-,,A-,,B+,B-,A-,5,5,,FY,31
W07,MAT,2018,2020,10,5171,Math 2 ACP,3,,B+,,A-,,A-,,B,B-,B+,5,5,,FY,40
W07,MAT,2019,2020,11,5181,Math 3 ACP,4,,B+,,A-,,A-,,A,A,A-,5,5,,FY,47
W07,MAT,2020,2020,12,5191,Trigonometry & Statistics ACP,1,,A,,A,,P,,,,A,5,5,,FY,37
W07,MAT,2019,2022,9,5011,Math 1 H,4,,A-,,B+,,A-,,A,A,A-,5,5,,FY,3
W07,MAT,2020,2022,10,5021,Math 2 H,4,,A-,,A,,P,,,,A-,5,5,,FY,30
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,5,,A,,A,,A,,A,,A,5,5,,FY,6
W07,MAT,2022,2022,12,5041,AP Calculus 4 BC,4,,A,,A,,B+,,B-,,B+,5,5,,FY,11
W07,,2009,2012,9,5161,Math 1  I,,,,,,,,,,,B-,5,5,,,1
W07,,2010,2012,10,5171,Math 2 I,,,C-,,C,,D,,C+,D,C-,5,5,,,1
W07,,2011,2012,11,5181,Math 3 I,,,D+,,D-,,N,,N,,D,5,2.5,2.5,,1
W07,,2011,2015,9,5011,Honors Math 1,,,C+,,A-,,B-,,B+,B,B,5,5,,,1
W07,,2012,2015,10,5021,Honors Math 2,,,A,,A,,A,,A,A-,A,5,5,,,1
W07,,2013,2015,11,5031,Math 3 H,,,B,,A-,,A-,,A,B+,B+,5,5,,,1
W07,,2014,2015,12,5081,AP Calculus 4 AB,,,A-,,A,,A,,A,,A,5,5,,,1
W07,,2017,2020,9,5111,Math 1 ACP Acc,2,,B,,C,,B+,,A-,C-,B,5,5,,FY,1
W07,MAT,2018,2020,10,5121,Math 2 ACP Acc,3,,A-,,A-,,B-,,B+,C,B+,5,5,,FY,10
W07,MAT,2019,2020,11,5131,Math 3 ACP Accelerated (Pre-Calculus),3,,B,,B-,,B-,,B+,C-,B-,5,5,,FY,26
W07,MAT,2020,2020,12,5141,Intro to Calculus ACP Acc,3,,B,,B+,,P,,,,B,5,5,,FY,27
W07,,2015,2018,9,5011,Math 1 H,,,A,,B,,B,,A-,A,A,5,5,,,1
W07,,2016,2018,10,5021,Math 2 H,2,,A-,,B+,,A,,A,A,A-,5,5,,FY,30
W07,,2017,2018,11,5031,Math 3 H,3,,A-,,A-,,A,,A-,B+,A-,5,5,,FY,6
W07,MAT,2018,2018,12,5041,AP Calculus 4 BC,1,,A-,,B+,,A-,,B-,,B+,5,5,,FY,35
Active,MAT,2023,2026,9,5161,Math 1 ACP,5,Y,B,Y,B+,Y,A,Y,B,D+,B,12,12,,FY,10
W07,,2007,2010,9,5011,Honors Math 1,,,,,,,,,,,B,5,5,,,1
W07,,2008,2010,10,5021,Honors Math 2,,,,,,,,,,,B,5,5,,,1
W07,,2009,2010,11,5031,Honors Math 3,,,,,,,,,,,B-,5,5,,,1
W07,,2010,2010,12,5041,AP Calculus 4 BC,,,B,,C+,,C,,C,,C+,5,5,,,1
W07,,2009,2011,10,5421,Math 2  II,,,,,,,,,,,B-,5,5,,,1
W07,,2010,2011,11,5431,Math 3  II,,,A,,A-,,B+,,B-,C,B-,5,5,,,1
W07,,2011,2011,12,5441,Tpcs PreCalc II,,,B-,,B-,,B,,A-,A-,B+,2.5,2.5,,,1
W07,,2014,2017,9,5011,Math 1 H,,,B+,,A,,A-,,A-,B+,A-,5,5,,,1
W07,,2015,2017,10,5021,Math 2 H,,,A,,B,,A,,A,A,A,5,5,,,1
W07,,2016,2017,11,5031,Math 3 H,2,,A-,,A,,A,,A-,A,A,5,5,,FY,19
W07,,2017,2017,12,5081,AP Calculus 4 AB,1,,A,,A-,,A,,A,,A,5,5,,FY,10
W07,,2007,2010,9,5011,Honors Math 1,,,,,,,,,,,B-,5,5,,,1
W07,,2008,2010,10,5021,Honors Math 2,,,,,,,,,,,D,5,5,,,1
W07,,2009,2010,11,5131,Mathematics 3 Acc,,,,,,,,,,,B,5,5,,,1
W07,,2010,2010,12,5141,Introduction to Calculus Acc A,,,A,,A,,A,,A,,A,5,5,,,1
W07,,2011,2015,9,5161,Math 1 I,,,B+,,B+,,A,,B,B,B+,5,5,,,1
W07,,2012,2015,10,5171,Math 2 ACP,,,C,,B,,B+,,B+,B+,B,5,5,,,1
W07,,2013,2015,11,5181,Math 3 ACP,,,B,,B,,B,,B,D+,B-,5,5,,,1
W07,,2014,2015,12,5191,Pre-Calculus ACP,,,A,,A-,,A,,B-,,A-,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,C+,,C,,B-,,C+,C-,C,5,5,,,1
W07,,2014,2016,11,5131,Math 3 ACP Acc,,,C+,,C+,,B+,,B-,D-,C+,5,5,,,1
W07,,2015,2016,12,5141,Intro to Calculus ACP Acc,,,A-,,B+,,B-,,C+,,B,5,5,,,1
W07,MAT,2019,2020,11,5181,Math 3 ACP,4,,A-,,B,,A,,A-,A,A-,5,5,,FY,47
W07,MAT,2020,2020,12,5191,Trigonometry & Statistics ACP,1,,A,,A,,P,,,,A,5,5,,FY,37
W07,,2012,2015,10,5121,Math 2 ACP Acc,,,B,,A,,A,,A,A,A,5,5,,,1
W07,,2013,2015,11,5131,Math 3 ACP Acc,,,B+,,B+,,A-,,A-,A-,A-,5,5,,,1
W07,,2014,2015,12,5081,AP Calculus 4 AB,,,B-,,C+,,B,,B+,,B,5,5,,,1
W07,,2008,2011,9,5411,Math 1  II,,,,,,,,,,,C,5,5,,,1
W07,,2009,2011,10,5421,Math 2  II,,,,,,,,,,,C,5,5,,,1
W07,,2010,2011,11,5961,Links Math II,,,C+,,B,,C+,,C+,F,C,5,5,,,1
W07,,2011,2011,12,5441,Tpcs PreCalc II,,,F,,F,,,,,,,2.5,,,,1
W07,,2013,2016,9,5111,Math 1 ACP Acc,,,B,,B+,,B,,B+,B,B,5,5,,,1
W07,,2014,2016,10,5121,Math 2 ACP Acc,,,A,,A,,A-,,A-,C,A-,5,5,,,1
W07,,2015,2016,11,5131,Math 3 ACP Acc,,,B,,A-,,A-,,A-,B-,B+,5,5,,,1
W07,,2016,2016,12,5141,Intro to Calculus ACP Acc,5,,A-,,A-,,B,,B,,B+,5,5,,FY,30
W07,,2010,2013,9,5111,Mathematics 1 Acc,,,C,,A-,,B+,,C+,C+,B-,5,5,,,1
W07,,2011,2013,10,5121,Mathematics 2 Acc,,,B+,,C,,B,,C+,B-,B-,5,5,,,1
W07,,2012,2013,11,5131,Math 3 ACP Acc,,,N,,B+,,B,,A,A,A-,5,5,,,1
W07,,2013,2013,12,5141,Intro to Calculus ACP Acc,,,A-,,A-,,B+,,A-,,A-,5,5,,,1
W07,,2011,2015,9,5011,Honors Math 1,,,P,,,,,,,,,5,,,,1
W07,,2012,2015,10,5031,Honors Math 3,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2013,2015,11,5041,AP Calculus 4 BC,,,A,,A,,A,,A,,A,5,5,,,1
W01,,2010,2013,9,5411,Math 1  II,,,P,,,,,,,,,5,,,,1
W07,,2008,2011,9,5111,Mathematics 1 Acc,,,,,,,,,,,B-,5,5,,,1
W07,,2009,2011,10,5121,Mathematics 2 Acc,,,,,,,,,,,B,5,5,,,1
W07,,2010,2011,11,5131,Mathematics 3 Acc,,,B,,A,,A,,A,A,A,5,5,,,1
W07,,2011,2011,12,5141,Introduction to Calculus Acc A,,,A,,A,,A-,,B,,A-,5,5,,,1
W07,,2014,2016,11,5081,AP Calculus 4 AB,,,A,,A,,A,,A,,A,5,5,,,1
W07,,2015,2016,12,5041,AP Calculus 4 BC,,,A,,A,,B,,B-,,A-,5,5,,,1
W07,,2017,2020,9,5111,Math 1 ACP Acc,4,,C+,,B-,,C+,,C+,B-,B-,5,5,,FY,10
W07,MAT,2018,2020,10,5121,Math 2 ACP Acc,2,,C,,C,,A-,,B,B,B-,5,5,,FY,32
W07,MAT,2019,2020,11,5131,Math 3 ACP Accelerated (Pre-Calculus),1,,D+,,B+,,C+,,C,A-,B-,5,5,,FY,44
W07,MAT,2020,2020,12,5141,Intro to Calculus ACP Acc,4,,B,,B+,,P,,,,B,5,5,,FY,27
W06,MAT,2019,2022,9,5011,Math 1 H,4,,B+,,B+,,A-,,B+,B-,B+,5,5,,FY,3
W06,MAT,2020,2022,10,5021,Math 2 H,2,,A,,A-,,P,,,,A,5,5,,FY,18
W07,,2016,2019,9,5021,Math 2 H,5,,A,,A,,A,,A,A-,A,5,5,,FY,1
W07,,2017,2019,10,5031,Math 3 H,3,,A,,A,,,,,,A,5,2.5,2.5,FY,6
W07,MAT,2018,2019,11,5041,AP Calculus 4 BC,2,,A-,,A,2,A,1,A-,,A,5,5,,FY,23
W07,,2016,2019,9,5111,Math 1 ACP Acc,2,,,,,,C,,B,C+,C+,5,5,,FY,35
W07,,2016,2019,9,5161,Math 1 ACP,2,,A,,A,,,,,,,5,0,,FY,1
W07,,2017,2019,10,5121,Math 2 ACP Acc,1,,B+,,B+,,A-,,A,C,B+,5,5,,FY,40
W07,MAT,2018,2019,11,5131,Math 3 ACP Acc,6,,B,,B-,,B-,,B,B,B-,5,5,,FY,22
W07,MAT,2019,2019,12,5141,Intro to Calculus ACP Acc,5,,B,,B,,B+,,B-,,B,5,5,,FY,30
W07,MAT,2020,2023,9,5011,Math 1 H,7,,B-,,A-,,P,,,,A-,5,12,,FY,3
W07,MAT,2021,2023,10,5021,Math 2 H,4,,A,,A,,A,,A,,A,5,12,,FY,30
W07,MAT,2022,2023,11,5031,Math 3 (Pre-Calculus) H,9,,A,,A,,A,,A,,A,5,12,,FY,13
W07,MAT,2023,2023,12,5041,AP Calculus 4 BC,3,Y,A,Y,A-,Y,A,Y,A-,,A,12,12,,FY,6
W07,,2014,2017,9,5011,Math 1 H,,,C,,B,,B-,,B,C-,C+,5,5,,,1
W07,,2015,2017,10,5021,Math 2 H,,,C,,C,,C,,C,C+,C,5,5,,,1
W07,,2016,2017,11,5031,Math 3 H,1,,B+,,B-,,B,,C+,C,B-,5,5,,FY,19
W07,,2017,2017,12,5081,AP Calculus 4 AB,3,,B-,,B,,B,,B+,,B,5,5,,FY,13
W07,,2010,2013,9,5161,Math 1 I,,,A-,,A,,A-,,A,A,A,5,5,,,1
W07,,2011,2013,10,5121,Mathematics 2 Acc,,,B-,,B,,B+,,C+,B,B,5,5,,,1
W07,,2012,2013,11,5131,Math 3 ACP Acc,,,B+,,B,,B-,,B+,C-,B-,5,5,,,1
W07,,2013,2013,12,5141,Intro to Calculus ACP Acc,,,C,,B-,,C,,C,,C+,5,5,,,1
W07,,2012,2016,9,5161,Math 1 ACP,,,A,,A-,,A,,A,A-,A,5,5,,,1
W07,,2013,2016,10,5171,Math 2 ACP,,,A,,A-,,A,,A-,A,A,5,5,,,1
W07,,2014,2016,11,5181,Math 3 ACP,,,A,,A-,,B,,A,B,A-,5,5,,,1
W07,,2015,2016,12,5191,Pre-Calculus ACP,,,A-,,B+,,A-,,A,,A-,5,5,,,1
W07,,2008,2011,9,5011,Honors Math 1,,,,,,,,,,,C,5,5,,,1
W07,,2009,2011,10,5121,Mathematics 2 Acc,,,,,,,,,,,B,5,5,,,1
W07,,2010,2011,11,5131,Mathematics 3 Acc,,,A-,,A-,,B-,,B-,C-,B-,5,5,,,1
W07,,2011,2011,12,5141,Introduction to Calculus Acc A,,,B+,,B-,,B,,B,,B,5,5,,,1
W07,MAT,2018,2020,9,5111,Math 1 ACP Acc,5,,F,,ND-,,,,,,,5,0,,FY,48
W07,MAT,2018,2020,9,5161,Math 1 ACP,3,,,,,,D,,ND,F,D,5,2.5,2.5,FY,27
W07,MAT,2019,2020,10,5171,Math 2 ACP,3,,B,,,,,,,,B,5,1.25,1.25,FY,17
W07,,2014,2017,9,5161,Math 1 ACP,,,A,,B,,B+,,A-,D+,B,5,5,,,1
W07,,2015,2017,10,5171,Math 2 ACP,,,B+,,A-,,B+,,A-,B,B+,5,5,,,1
W07,,2016,2017,11,5181,Math 3 ACP,3,,C+,,C,,B-,,B+,B+,B-,5,5,,FY,1
W07,,2017,2017,12,5191,Pre-Calculus ACP,1,,A,,A,,B,,A,,A-,5,5,,FY,9
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,9,,A,,A-,,,,,,,5,,,FY,45
Active,MAT,2022,2025,9,5111,Math 1 ACP Acc,9,,,,,,A,,B+,,A,5,12,,FY,45
Active,MAT,2023,2025,10,5021,Math 2 H,5,Y,A,Y,A,Y,A,Y,A-,D+,A,12,12,,FY,28
W07,MAT,2019,2022,9,5161,Math 1 ACP,4,,A,,A,,A,,A,B+,A,5,5,,FY,16
W07,MAT,2020,2022,10,5121,Math 2 ACP Acc,6,,A,,A,,P,,,,A,5,5,,FY,32
W07,MAT,2021,2022,11,5131,Math 3 ACP Accelerated (Pre-Calculus),5,,A,,A,,A,,B,,A,5,5,,FY,22
W07,MAT,2022,2022,12,5081,AP Calculus 4 AB,3,,D+,,,,,,,,,5,,,FY,19
W07,MAT,2022,2022,12,5141,Intro to Calculus ACP Acc,3,,,2,B+,12,C+,9,C+,,B-,5,5,,FY,35
W07,MAT,2019,2022,9,5161,Math 1 ACP,1,,A-,,A,,A-,,B,B+,A-,5,5,,FY,41
W07,MAT,2020,2022,10,5171,Math 2 ACP,4,,A-,,B+,,P,,,,A-,5,5,,FY,17
W07,MAT,2021,2022,11,5181,Math 3 ACP,5,,A,,A,,A,,A,,A,5,5,,FY,42
W07,MAT,2022,2022,12,5191,Trigonometry & Statistics ACP,4,,A,,A,,A,,A,,A,5,5,,FY,5
W07,MAT,2020,2023,9,5111,Math 1 ACP Acc,3,,A-,,A-,,P,,,,A-,5,12,,FY,48
W07,MAT,2021,2023,10,5021,Math 2 H,4,,A,,A,,A,,A,,A,5,12,,FY,30
W07,MAT,2022,2023,11,5031,Math 3 (Pre-Calculus) H,2,,A,,B+,,A,,B,,A-,5,12,,FY,48
W07,MAT,2023,2023,12,5081,AP Calculus 4 AB,6,Y,A,Y,B,Y,B,Y,C+,,B,12,12,,FY,26
W07,,2015,2018,9,5111,Math 1 ACP Acc,,,C+,,C,,C,,B-,C-,C+,5,5,,,1
W07,,2016,2018,10,5171,Math 2 ACP,4,,A,,A,,A-,,A,B,A,5,5,,FY,20
W07,,2017,2018,11,5181,Math 3 ACP,3,,A,,A,,A,,B+,A,A,5,5,,FY,1
W07,MAT,2018,2018,12,5191,Pre-Calculus ACP,4,,A,,A,,A-,,A,,A,5,5,,FY,37
W07,,2011,2015,9,5111,Mathematics 1 Acc,,,A,,A,,A,,A-,A,A,5,5,,,1
W07,,2012,2015,10,5121,Math 2 ACP Acc,,,A-,,A-,,A-,,A,A,A,5,5,,,1
W07,,2013,2015,11,5131,Math 3 ACP Acc,,,A-,,A,,A,,A-,A,A,5,5,,,1
W07,,2014,2015,12,5081,AP Calculus 4 AB,,,B,,B+,,A-,,B,,B+,5,5,,,1
W07,,2007,2010,9,5111,Mathematics 1 Acc,,,,,,,,,,,C,5,5,,,1
W07,,2009,2010,11,5131,Mathematics 3 Acc,,,,,,,,,,,C-,5,5,,,1
W07,,2010,2010,12,5141,Introduction to Calculus Acc A,,,B+,,C,,B,,B,,B,5,5,,,1
Active,MAT,2022,2025,9,5011,Math 1 H,15,,,,,,F,,A,,A-,5,12,,FY,74
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,15,,A,,M,,,,,,,5,,,FY,74
Active,MAT,2023,2025,10,5021,Math 2 H,13,Y,A,N,C,N,F,N,P,,P,12,12,,FY,15
W07,,2011,2012,11,5181,Math 3 I,,,A-,,A-,,A-,,B+,B+,A-,5,5,,,1
W07,MAT,2019,2022,9,5011,Math 1 H,3,,A,,A,,A,,A,,A,5,5,,FY,9
W07,MAT,2020,2022,10,5021,Math 2 H,7,,A,,A,,P,,,,A,5,5,,FY,15
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,6,,A,,A,,A,1,A,,A,5,5,,FY,7
W07,MAT,2022,2022,12,5041,AP Calculus 4 BC,3,,A,,A,,A,,A-,,A,5,5,,FY,11
W07,,2017,2020,9,5111,Math 1 ACP Acc,3,,C-,,C-,,D+,,B+,D+,C,5,5,,FY,1
W07,MAT,2018,2020,10,5171,Math 2 ACP,4,,B+,,B,,B-,,A-,B-,B,5,5,,FY,40
W07,MAT,2019,2020,11,5181,Math 3 ACP,1,,B,,B-,,A-,,A-,B,B,5,5,,FY,32
W07,MAT,2020,2020,12,5191,Trigonometry & Statistics ACP,2,,B+,,B-,,P,,,,B,5,5,,FY,37
W07,,2011,2015,9,5011,Honors Math 1,,,B-,,C+,,,,,,,5,,,,1
W07,,2011,2015,9,5111,Mathematics 1 Acc,,,,,,,A,,B,A,A-,5,5,,,1
W07,,2012,2015,10,5121,Math 2 ACP Acc,,,A-,,A,,B-,,B+,C,B,5,5,,,1
W07,,2013,2015,11,5131,Math 3 ACP Acc,,,B+,,B+,,A,,A-,B+,A-,5,5,,,1
W07,,2014,2015,12,5081,AP Calculus 4 AB,,,B,,A-,,B+,,B,,B+,5,5,,,1
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,C+,,D,,C-,,D-,D-,D+,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,C,,C-,,C-,,D+,F,D+,5,5,,,1
W07,,2014,2016,11,5181,Math 3 ACP,,,B+,,A-,,B,,C+,C+,B,5,5,,,1
W07,,2015,2016,12,5191,Pre-Calculus ACP,,,B,,B,,A-,,A-,,B+,5,5,,,1
W07,,2010,2013,9,5811,Math 1  Simms I,,,B+,,B,,B-,,D,C-,C+,5,5,,,1
W07,,2011,2013,10,5821,Math 2  Simms I,,,C,,C,,C-,,C+,C-,C,5,5,,,1
W07,,2013,2013,12,5841,Math SIMMS Pre-Calculus ACP,,,C+,,A,,B+,,B+,,B+,5,5,,,1
W07,MAT,2020,2023,9,5411,Math 1  CP,2,,A-,,A,,P,,,,A,5,12,,FY,39
W07,MAT,2021,2023,10,5171,Math 2 ACP,3,,A,,B,,B,,P,,B,5,12,,FY,29
W07,MAT,2022,2023,11,5181,Math 3 ACP,1,,B+,,A-,,B,,A,,A-,5,12,,FY,37
W07,MAT,2023,2023,12,5141,Intro to Calculus ACP Acc,4,Y,C-,Y,D,Y,D,N,D,,D+,12,12,,FY,27
W07,,2015,2018,9,5161,Math 1 ACP,,,B+,,B,,B+,,A-,B,B+,5,5,,,1
W07,,2016,2018,10,5171,Math 2 ACP,3,,B,,B,,B-,,C,B-,B-,5,5,,FY,31
W07,,2017,2018,11,5181,Math 3 ACP,4,,A-,,B+,,A-,,B-,B-,B+,5,5,,FY,1
W07,MAT,2018,2018,12,5191,Pre-Calculus ACP,2,,B-,,B,,B-,,B-,,B-,5,5,,FY,14
W07,MAT,2018,2021,9,5011,Math 1 H,5,,B,,B-,,B-,,C+,F,C+,5,5,,FY,5
W07,MAT,2019,2021,10,5021,Math 2 H,2,,B,,B-,,B,,C,,B-,5,5,,FY,17
W07,MAT,2020,2021,11,5031,Math 3 (Pre-Calculus) H,2,,B-,,B-,,P,,,,B-,5,5,,FY,7
W07,MAT,2021,2021,12,5081,AP Calculus 4 AB,4,,A,,A,,B,,P,,B,5,5,,FY,10
W07,,2014,2017,9,5111,Math 1 ACP Acc,,,P,,C+,,C-,,B-,D+,B-,5,5,,,1
W07,,2015,2017,10,5171,Math 2 ACP,,,A,,A,,A-,,A-,C+,A-,5,5,,,1
W07,,2016,2017,11,5181,Math 3 ACP,2,,A,,A,,A,,A,A,A,5,5,,FY,20
W07,,2017,2017,12,5191,Pre-Calculus ACP,1,,A,,A,,A,,A,,A,5,5,,FY,9
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,A,,A,,B+,,B,B+,A-,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,B+,,B,,A-,,B,B,B,5,5,,,1
W07,,2014,2016,11,5131,Math 3 ACP Acc,,,B+,,B+,,A,,A,A,A,5,5,,,1
W07,,2015,2018,9,5111,Math 1 ACP Acc,,,A,,A-,,B+,,B+,A-,A-,5,5,,,1
W07,,2016,2018,10,5121,Math 2 ACP Acc,1,,B,,A-,,C+,,B,A-,B,5,5,,FY,5
W07,,2017,2018,11,5131,Math 3 ACP Acc,6,,B-,,B+,,A-,,B,B,B,5,5,,FY,22
W07,,2007,2010,9,5011,Honors Math 1,,,,,,,,,,,A,5,5,,,1
W07,,2008,2010,10,5021,Honors Math 2,,,,,,,,,,,A,5,5,,,1
Active,MAT,2021,2024,9,5011,Math 1 H,2,,A,,A,,A,,A,,A,5,12,,FY,45
Active,MAT,2022,2024,10,5021,Math 2 H,13,,A,,A,0,A,,A,,A,5,12,,FY,29
Active,MAT,2023,2024,11,5031,Math 3 (Pre-Calculus) H,2,Y,A,Y,A,Y,A,Y,A,A,A,12,12,,FY,13
W07,,2015,2017,10,5031,Math 3 H,,,A-,,A,,B+,,A,A,A,5,5,,,1
W07,,2016,2017,11,5041,AP Calculus 4 BC,1,,A,,A,,A-,,A,,A,5,5,,FY,23
W07,,2017,2020,9,5011,Math 1 H,4,,B,,C,,C+,,C+,B,C+,5,5,,FY,29
W07,MAT,2018,2020,10,5021,Math 2 H,3,,B-,,D,,B,,A-,F,C+,5,5,,FY,18
W07,MAT,2019,2020,11,5031,Math 3 (Pre-Calculus) H,5,,A-,,B+,,B,,B+,C-,B,5,5,,FY,21
W07,MAT,2020,2020,12,5081,AP Calculus 4 AB,5,,C+,,B,,P,,,,B-,5,5,,FY,19
W07,,2014,2017,9,5111,Math 1 ACP Acc,,,B,,B,,B,,B,C+,B,5,5,,,1
W07,,2015,2017,10,5121,Math 2 ACP Acc,,,B,,A-,,B,,A,A-,A-,5,5,,,1
W07,,2016,2017,11,5131,Math 3 ACP Acc,1,,A,,A,,A,,A-,A,A,5,5,,FY,13
W07,,2017,2017,12,5081,AP Calculus 4 AB,1,,A,,A,,A,,A,,A,5,5,,FY,10
W07,,2014,2017,9,5111,Math 1 ACP Acc,,,B,,B,,C,,B,B+,B,5,5,,,1
W07,,2015,2017,10,5121,Math 2 ACP Acc,,,B+,,A,,A-,,B+,A-,A-,5,5,,,1
W07,,2016,2017,11,5131,Math 3 ACP Acc,1,,A-,,A,,A,,A-,A-,A,5,5,,FY,13
W07,,2017,2017,12,5141,Intro to Calculus ACP Acc,3,,A-,,B,,B+,,B,,B+,5,5,,FY,1
W07,,2016,2019,9,5011,Math 1 H,4,,A,,A,,A,,A,A,A,5,5,,FY,9
W07,,2017,2019,10,5021,Math 2 H,6,,A,,A-,,A,,A,A,A,5,5,,FY,30
W07,MAT,2018,2019,11,5031,Math 3 H,5,,A,,A,,A,,A,A,A,5,5,,FY,21
W07,MAT,2019,2019,12,5081,AP Calculus 4 AB,4,,A,,A,,A,,A,,A,5,5,,FY,10
W07,,2012,2016,9,5411,Math 1  CP,,,A-,,A,,A,,A-,A,A,5,5,,,1
W07,,2014,2016,11,5431,Math 3  CP,,,B,,D,,N,,,,,5,,,,1
W07,MAT,2019,2022,9,5011,Math 1 H,6,,A,,A,,A-,,B,B+,A-,5,5,,FY,29
W07,MAT,2020,2022,10,5021,Math 2 H,6,,A,,A-,,P,,,,A,5,5,,FY,15
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,2,,A,,A,,A,,A,,A,5,5,,FY,10
